RK,TEAM,team_id,Home.GMS,Home.TOTAL,Home.AVG,Home.PCT,Road.GMS,Road.AVG,Road.PCT,Overall.GMS,Overall.AVG,Overall.PCT,Year,season_id
26,Bucks,19,41,621808,15166,81,41,17623,91.4,82,16394,86.3,2016,11
27,Nets,3,41,620142,15125,83.6,41,18106,93.6,82,16615,88.8,2016,11
28,76ers,28,41,610121,14881,73.2,41,17491,90.7,82,16186,81.7,2016,11
29,Timberwolves,20,41,581178,14175,73.2,41,17831,94,82,16003,83.5,2016,11
30,Nuggets,10,41,577898,14095,73.6,41,17751,93.2,82,15923,83.3,2016,11
1,Bulls,6,41,888882,21680,103.6,41,18033,94,82,19856,99,2017,12
2,Cavaliers,8,41,843042,20562,100,41,19021,98.7,82,19791,99.4,2017,12
3,Raptors,34,41,813050,19830,100.2,41,17925,92.8,82,18878,96.5,2017,12
4,Mavericks,9,41,811366,19789,103.1,41,17519,91.9,82,18654,97.5,2017,12
5,NY Knicks,25,41,810741,19774,99.8,41,17927,93.2,82,18850,96.6,2017,12
6,Jazz,35,41,806605,19673,98.8,41,17212,90.5,82,18442,94.7,2017,12
7,Heat,18,41,805400,19643,100.2,41,17818,92.4,82,18731,96.3,2017,12
8,Warriors,12,41,803436,19596,100,41,19015,100.3,82,19305,100.2,2017,12
9,Trail Blazers,30,41,792029,19317,99.4,41,17555,92.2,82,18436,95.8,2017,12
10,Clippers,15,41,782609,19088,100.1,41,17889,94.1,82,18488,97.1,2017,12
11,Lakers,16,41,776917,18949,99.4,41,18191,95.6,82,18570,97.5,2017,12
12,Celtics,2,41,760690,18553,99.6,41,18313,94.6,82,18433,97.1,2017,12
13,Spurs,32,41,755347,18423,99.2,41,18131,95.4,82,18277,97.2,2017,12
14,Thunder,26,41,746323,18203,100,41,18373,96.4,82,18288,98.2,2017,12
15,Magic,27,41,727875,17753,94.2,41,17333,89.6,82,17543,91.8,2017,12
16,Kings,31,41,721928,17608,100.6,41,17489,91.4,82,17548,95.8,2017,12
17,Hornets,4,41,710643,17332,90.9,41,17563,91.3,82,17448,91.1,2017,12
18,76ers,28,41,710557,17330,85.3,41,17209,89.7,82,17269,87.4,2017,12
19,Suns,29,41,708639,17283,93.8,41,17618,92.5,82,17451,93.2,2017,12
20,Wizards,37,41,697107,17002,83.8,41,17949,93.5,82,17476,88.5,2017,12
21,Rockets,13,41,695903,16973,94.1,41,18140,95.3,82,17556,94.7,2017,12
22,Pacers,14,41,684578,16697,91.9,41,17848,92.1,82,17272,92,2017,12
23,Grizzlies,17,41,677314,16519,91.2,41,17655,92.7,82,17087,91.9,2017,12
24,Pelicans,22,41,663099,16173,94.1,41,18062,94.6,82,17118,94.4,2017,12
25,Pistons,11,41,655141,15979,72.4,41,17699,92.6,82,16839,81.8,2017,12
26,Hawks,1,41,654306,15958,85.2,41,17816,92.5,82,16887,88.9,2017,12
27,Bucks,19,41,648952,15828,84.6,41,17928,92.8,82,16878,88.8,2017,12
28,Nets,3,41,632608,15429,85.2,41,17755,92.1,82,16592,88.8,2017,12
29,Timberwolves,20,41,607203,14809,76.5,41,18113,95.4,82,16461,85.9,2017,12
30,Nuggets,10,41,605585,14770,77.1,41,17420,91.7,82,16095,84.4,2017,12
